"product_category_name","seller_id","seller_city","seller_state","total_ordenes","precio_promedio","costo_envio_promedio","costo_total_promedio"
informatica_acessorios,"25c5c91f63607446a97b143d2d535d31",itauna,MG,154,203.27,26.02,229.29
informatica_acessorios,"4e922959ae960d389249c378d1c939f5",jacarei,SP,139,134.11,15.94,150.06
informatica_acessorios,"1c68394e931a64f90ea236c5ea590300",sarandi,PR,126,143.87,17.1,160.97
informatica_acessorios,"229c3efbfb0ea2058de4ccdfbc3d784a",belo horizonte,MG,121,106.38,15.96,122.34
informatica_acessorios,"70a12e78e608ac31179aea7f8422044b",jacarei,SP,107,100.6,15.99,116.6
informatica_acessorios,"00fc707aaaad2d31347cf883cd2dfe10",maringa,PR,103,93.96,16.93,110.89
informatica_acessorios,f262cbc1c910c83959f849465454ddd3,sao paulo,SP,100,58.59,11.4,70.0
informatica_acessorios,"6973a06f484aacf400ece213dbf3d946",sao jose dos campos,SP,95,95.75,11.86,107.61
informatica_acessorios,"080102cd0a76b09e0dcf55fcacc60e05",belo horizonte,MG,92,54.22,17.8,72.02
informatica_acessorios,"8e6d7754bc7e0f22c96d255ebda59eba",sao jose dos campos,SP,85,111.52,13.19,124.71
informatica_acessorios,"36a968b544695394e4e9d7572688598f",santos,SP,82,54.98,13.01,67.99
informatica_acessorios,"8c16d1f32a54d92897cc437244442e1b",blumenau,SC,80,43.08,17.65,60.74
informatica_acessorios,bd0389da23d89b726abf911cccc54596,brasilia,DF,76,80.4,18.68,99.08
informatica_acessorios,e9d99831abad74458942f21e16f33f92,sao paulo,SP,76,30.68,13.82,44.5
informatica_acessorios,"7e3f87d16fb353f408d467e74fbd8014",sao paulo,SP,72,46.75,15.67,62.42
informatica_acessorios,"8e8a7ce9f2f970dc00e2acf6f6e199f6",sao goncalo,RJ,65,137.89,17.94,155.83
informatica_acessorios,"9646c3513289980f17226a2fc4720dbd",sao jose dos campos,SP,64,35.81,15.69,51.5
informatica_acessorios,"96493fab2fbb13a14d0c0e8772eef5c3",sao paulo,SP,63,296.39,18.94,315.33
informatica_acessorios,fc906263ca5083d09dce42fe02247800,belo horizonte,MG,63,37.93,15.84,53.77
informatica_acessorios,"2eb70248d66e0e3ef83659f71b244378",campinas,SP,62,79.9,12.2,92.1
informatica_acessorios,"3bdff180c7e1f6551a643b99c265a120",sao paulo,SP,59,51.06,17.16,68.23
informatica_acessorios,"1838dd9b8977065acf51d95e0053ea7a",belo horizonte,MG,57,39.08,17.57,56.65
informatica_acessorios,"2b3e4a2a3ea8e01938cabda2a3e5cc79",sao paulo,SP,52,437.58,16.78,454.35
informatica_acessorios,"165fc07beebdcb6190fba8a06db2a449",maringa,PR,47,241.02,25.73,266.76
informatica_acessorios,"3bb548e3cb7f70f28e3f11ee9dce0e59",maringa,PR,46,145.09,16.92,162.02
informatica_acessorios,"7ddcbb64b5bc1ef36ca8c151f6ec77df",sao paulo,SP,46,36.07,13.14,49.21
informatica_acessorios,"522620dcb18a6b31cd7bdf73665113a9",cascavel,PR,43,195.43,30.14,225.57
informatica_acessorios,"17e34d8224d27a541263c4c64b11a56b",riberao preto,SP,41,272.76,19.82,292.58
informatica_acessorios,"34d1ca11b242c0fee2c834ae8d788566",congonhas,MG,40,327.37,23.95,351.32
informatica_acessorios,ede0c03645598cdfc63ca8237acbe73d,ribeirao preto,SP,40,54.33,15.33,69.65
informatica_acessorios,ce27a3cc3c8cc1ea79d11e561e9bebb6,sao paulo,SP,38,26.58,11.89,38.46
informatica_acessorios,"5656537e588803a555b8eb41f07a944b",brasilia,DF,37,61.94,19.88,81.83
informatica_acessorios,ec8879960bd2221d5c32f8e12f7da711,itatiba,SP,36,112.84,22.75,135.59
informatica_acessorios,"06e5eefc71ec47ae763c5c6f8db7064f",porto alegre,RS,34,214.58,22.52,237.1
informatica_acessorios,d5ba419e26d246a0719437cf37d9b46d,sao paulo,SP,34,116.04,14.86,130.9
informatica_acessorios,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,34,43.9,14.04,57.94
informatica_acessorios,"3340ef1913fb70d28420f6ceb685c339",maringa,PR,32,160.27,17.87,178.13
informatica_acessorios,"8d956fec2e4337affcb520f56fd8cbfd",sao bernardo do campo,SP,32,41.41,13.98,55.39
informatica_acessorios,"974cf2cb8f4b7add98709c30df02fe10",araraquara,SP,32,90.86,17.46,108.32
informatica_acessorios,"710e3548e02bc1d2831dfc4f1b5b14d4",rolandia,PR,28,99.99,21.38,121.37
informatica_acessorios,"18e694e0e48ed6f7aa3f24aade5fd697",varzea paulista,SP,27,21.51,15.15,36.66
informatica_acessorios,"7178f9f4dd81dcef02f62acdf8151e01",videira,SC,26,81.74,19.79,101.53
informatica_acessorios,e8b3a3a38279a82f0e5d006d5e5b7d2c,jussara,PR,26,230.86,20.71,251.57
informatica_acessorios,ed4acab38528488b65a9a9c603ff024a,sao paulo,SP,26,197.49,14.1,211.59
informatica_acessorios,"18a349e75d307f4b4cc646a691ed4216",sao paulo,SP,24,57.88,16.42,74.3
informatica_acessorios,"4b5f66b7adcf57f1ecc0d3c07dd6b177",vendas@creditparts.com.br,PR,23,167.94,19.32,187.26
informatica_acessorios,"955fee9216a65b617aa5c0531780ce60",sao paulo,SP,23,84.34,16.56,100.9
informatica_acessorios,"0db783cfcd3b73998abc6e10e59a102f",santos,SP,22,46.01,15.07,61.08
informatica_acessorios,"5b8154610ebb21fb90eb587365e673df",sao jose dos campos,SP,21,303.49,32.93,336.41
instrumentos_musicais,f5a590cf36251cf1162ea35bef76fe84,sao bernardo do campo,SP,101,374.05,33.53,407.59
instrumentos_musicais,"6d66611d7c44cc30ce351abc49a68421",sao paulo,SP,96,79.64,19.0,98.65
instrumentos_musicais,ce248b21cb2adc36282ede306b7660e5,jaragua do sul,SC,42,174.17,26.17,200.34
instrumentos_musicais,"83deb69e889cf80f82be1dc6d5f2d486",florianopolis,SC,40,127.69,21.75,149.44
instrumentos_musicais,d23019c84ffae2d5ef2270367b8605fc,londrina,PR,39,748.85,70.51,819.35
instrumentos_musicais,"7b0df942f46435babab05d49b744b2c4",braganca paulista,SP,31,717.47,21.09,738.56
instrumentos_musicais,"955fee9216a65b617aa5c0531780ce60",sao paulo,SP,23,92.5,14.53,107.03
livros_importados,"7c5b05cbdb5542049f38d90d7815b97d",sao paulo,SP,22,43.29,12.77,56.06
livros_interesse_geral,"527801b552d0077ffd170872eb49683b",garca,SP,85,204.55,22.15,226.7
livros_interesse_geral,"669ae81880e08f269a64487cfb287169",rio do sul,SC,55,114.74,19.22,133.96
livros_interesse_geral,"83e197e95a1bbabc8c75e883ed016c47",mage,RJ,45,125.37,18.34,143.72
livros_interesse_geral,f0b47fbbc6dee9aafe415a6e33051b3f,maua,SP,43,45.88,14.72,60.6
livros_interesse_geral,"1bb2bdb95f4841f1bba2c0d2cd83d3c9",sao paulo,SP,36,32.27,12.04,44.3
livros_tecnicos,ba143b05f0110f0dc71ad71b4466ce92,sao paulo,SP,78,69.62,15.61,85.23
livros_tecnicos,"5f3ae9136c875522250f8184f253413a",sao paulo,SP,40,25.69,13.89,39.58
livros_tecnicos,"0ffa40d54288e4f3499b8780dd0f144f",presidente prudente,SP,30,62.99,16.81,79.8
malas_acessorios,dbc22125167c298ef99da25668e1011f,borda da mata,MG,260,77.17,18.75,95.93
malas_acessorios,"5dceca129747e92ff8ef7a997dc4f8ca",santa barbara d´oeste,SP,184,153.92,45.33,199.25
malas_acessorios,"6cd68b3ed6d59aaa9fece558ad360c0a",belo horizonte,MG,96,80.99,16.33,97.32
malas_acessorios,"7ddcbb64b5bc1ef36ca8c151f6ec77df",sao paulo,SP,36,242.71,54.15,296.86
malas_acessorios,f262cbc1c910c83959f849465454ddd3,sao paulo,SP,34,41.02,14.98,55.99
malas_acessorios,"0be8ff43f22e456b4e0371b2245e4d01",sao paulo,SP,33,115.0,13.8,128.8
malas_acessorios,b1a81260566c1bac3114a6d124413f27,carazinho,RS,32,176.08,31.02,207.09
malas_acessorios,"02f5837340d7eb4f653d676c7256523a",curitiba,PR,30,129.44,19.36,148.8
malas_acessorios,"3f3486b61f45078d4f31ee5e43d8c5bb",sao paulo,SP,29,71.03,20.07,91.1
malas_acessorios,d1b65fc7debc3361ea86b5f14c68d2e2,mogi guacu,SP,27,318.36,42.88,361.23
malas_acessorios,"2a84855fd20af891be03bc5924d2b453",belo horizonte,MG,25,233.58,33.97,267.55
malas_acessorios,bfd27a966d91cfaafdb25d076585f0da,serra negra,SP,22,245.82,31.82,277.64
market_place,aae3bfea055532c57fb453ed3ec80b30,santo andre,SP,48,61.16,15.98,77.14
market_place,"6039e27294dc75811c0d8a39069f52c0",osasco,SP,23,111.5,22.06,133.56
market_place,"7d456afc660226829370f3173d14520c",mogi das cruzes,SP,23,91.51,14.99,106.5
market_place,"1bb2bdb95f4841f1bba2c0d2cd83d3c9",sao paulo,SP,21,26.8,13.48,40.28
moveis_colchao_e_estofado,"00ee68308b45bc5e2660cd833c3f81cc",sao paulo,SP,22,84.55,42.22,126.76
moveis_cozinha_area_de_servico_jantar_e_jardim,f80edd2c5aaa505cc4b0a3b219abf4b8,sao paulo,SP,58,56.09,22.11,78.2
moveis_decoracao,"1025f0e2d44d7041d6cf58b6550e0bfa",sao paulo,SP,790,86.32,22.1,108.42
moveis_decoracao,cca3071e3e9bb7d12640c9fbe2301306,ibitinga,SP,453,66.35,16.23,82.58
moveis_decoracao,"955fee9216a65b617aa5c0531780ce60",sao paulo,SP,439,72.65,13.74,86.39
moveis_decoracao,"77530e9772f57a62c906e1c21538ab82",curitiba,PR,315,121.5,21.82,143.31
moveis_decoracao,"391fc6631aebcf3004804e51b40bcf1e",ibitinga,SP,269,76.58,17.81,94.4
moveis_decoracao,"0241d4d5d36f10f80c644447315af0bd",curitiba,PR,238,127.63,27.86,155.49
moveis_decoracao,"79ebd9a61bac3eaf882805ed4ecfa12a",cascavel,PR,136,105.54,28.06,133.6
moveis_decoracao,"1554a68530182680ad5c8b042c3ab563",monte siao,MG,121,59.99,19.47,79.45
moveis_decoracao,"6edacfd9f9074789dad6d62ba7950b9c",guarulhos,SP,118,69.11,13.9,83.01
moveis_decoracao,"5a8e7d5003a1f221f9e1d6e411de7c23",campinas,SP,117,62.58,15.38,77.95
moveis_decoracao,"8a32e327fe2c1b3511609d81aaf9f042",sao paulo,SP,100,29.0,12.8,41.8
moveis_decoracao,"6c7d50c24b3ccd2fd83b44d8bb34e073",presidente prudente,SP,96,73.32,21.05,94.37
moveis_decoracao,bd23da7354813347129d751591d1a6e2,sao paulo,SP,89,117.16,16.3,133.46
moveis_decoracao,d20b021d3efdf267a402c402a48ea64b,ibitinga,SP,85,35.54,14.87,50.41
moveis_decoracao,"4a3ca9315b744ce9f8e9374361493884",ibitinga,SP,81,77.18,14.73,91.91
moveis_decoracao,"710e3548e02bc1d2831dfc4f1b5b14d4",rolandia,PR,76,198.02,32.59,230.62
moveis_decoracao,b14db04aa7881970e83ffa9426897925,sorocaba,SP,73,50.91,19.81,70.73
moveis_decoracao,"30a2f535bb48308f991d0b9ad4a8c4bb",santa barbara d'oeste,SP,71,54.38,12.46,66.84
moveis_decoracao,"5343d0649eca2a983820bfe93fc4d17e",santo andre,SP,71,90.1,21.55,111.65
moveis_decoracao,"7c67e1448b00f6e969d365cea6b010ab",itaquaquecetuba,SP,67,111.86,37.51,149.37
moveis_decoracao,b499c00f28f4b7069ff6550af8c1348a,limeira,SP,66,59.0,14.35,73.35
moveis_decoracao,"23613d49c3ac2bd302259e55c06c050c",porto ferreira,SP,65,54.21,27.31,81.51
moveis_decoracao,cac4c8e7b1ca6252d8f20b2fc1a2e4af,indaiatuba,SP,58,49.51,18.75,68.26
moveis_decoracao,"537eb890efff034a88679788b647c564",rio de janeiro,RJ,56,20.24,15.16,35.4
moveis_decoracao,"3df020b72d3d44b3af9d110fa3940b65",jales,SP,55,49.9,16.93,66.83
moveis_decoracao,b92e3c8f9738272ff7c59e111e108d7c,uba,MG,54,113.42,31.96,145.37
moveis_decoracao,"624f4ece8da4aafb77699233d480f8ef",sao paulo,SP,52,166.41,31.48,197.89
moveis_decoracao,"002100f778ceb8431b7a1020ff7ab48f",franca,SP,51,22.45,14.43,36.88
moveis_decoracao,"2a261b5b644fa05f4f2700eb93544f2c",porto ferreira,SP,51,65.3,24.9,90.2
moveis_decoracao,ff063b022a9a0aab91bad2c9088760b7,santo andre,SP,48,88.48,19.54,108.02
moveis_decoracao,"31344c16881c08a8a72c6d2eb29918c1",uba,MG,43,223.62,53.42,277.04
moveis_decoracao,"95f83f51203c626648c875dd41874c7f",borda da mata,MG,43,50.82,25.41,76.23
moveis_decoracao,"82e0a475a88cc9595229d8029273f045",sao paulo,SP,41,138.1,18.56,156.66
moveis_decoracao,"1ce3ae5a399804d1a87e706f8a813c3e",jaguaruna,SC,40,58.25,19.4,77.65
moveis_decoracao,"63b464dbf392c7b80d12d932fa7cafed",sao paulo,SP,37,173.87,22.6,196.47
moveis_decoracao,"09f952a5f58d2285b0372551ae8f9b01",sao bernardo do campo,SP,36,162.56,20.82,183.38
moveis_decoracao,"1da3aeb70d7989d1e6d9b0e887f97c23",sao paulo,SP,36,17.15,11.96,29.11
moveis_decoracao,bd4889b5e9133b35b66e42a8665cea5c,sao paulo,SP,36,149.33,23.44,172.77
moveis_decoracao,"6fc26fe110feebd80a433e1f012a84f9",fernandopolis,SP,35,57.65,13.57,71.22
moveis_decoracao,"0bf0150d5b9d60d9cd2906003332f085",sao paulo,SP,34,93.6,16.96,110.56
moveis_decoracao,"0c8380b62e38e8a1e6adbeba7eb9688c",tres coracoes,MG,34,93.49,20.45,113.94
moveis_decoracao,"9add47bf45ce8e8c7db6b9cf670b1e09",fazenda rio grande,PR,34,106.57,26.01,132.58
moveis_decoracao,"7722b1df1b0e383e000397b2c11e3e19",sao bernardo do campo,SP,33,44.79,13.28,58.07
moveis_decoracao,"20cb7c2fde3e5bf10f0bbe7394e1c6a9",andira-pr,PR,32,16.9,15.65,32.55
moveis_decoracao,"1da366cade6d8276e7d8beea7af5d4bf",uba,MG,31,39.39,16.36,55.76
moveis_decoracao,"53e4c6e0f4312d4d2107a8c9cddf45cd",pedreira,SP,31,50.84,20.89,71.73
moveis_decoracao,f7720c4fa8e3aba4546301ab80ea1f1b,curitiba,PR,29,19.51,17.12,36.63
moveis_decoracao,ccf8813e5a7d6c84d865cd38bfc2b130,taubate,SP,25,103.02,16.12,119.15
moveis_decoracao,d6b1ce66b035a475f00c017792ff9769,salto,SP,25,93.99,20.19,114.18
moveis_decoracao,"41b39e28db005d9731d9d485a83b4c38",santo andre,SP,24,73.53,22.05,95.58
moveis_decoracao,"715bbd5ba4e6b74cb0d2f29eb45058b0",serra negra,SP,24,66.78,18.21,84.99
moveis_decoracao,"8bd0f31cf0a614c658f6763bd02dea69",sao paulo,SP,24,115.03,31.77,146.8
moveis_decoracao,"244c2f1bff6afe1f2eaf9bfe9b2aed38",mogi das cruzes,SP,23,95.56,45.0,140.55
moveis_decoracao,dbb9b48c841a0e39e21f98e1a6b2ec3e,sao paulo,SP,23,47.81,12.45,60.25
moveis_decoracao,"157c3e4b42f81ac4a44e8b1ca2fe9876",sao paulo,SP,22,92.17,20.45,112.62
moveis_decoracao,e5a38146df062edaf55c38afa99e42dc,sao paulo,SP,22,95.04,14.43,109.47
moveis_decoracao,eed78ac17f7f795a19a709745f00cd4e,botucatu,SP,22,77.67,15.11,92.78
moveis_decoracao,"1336efc61c316ddf92c899eb817f7cae",assis,SP,21,41.14,18.62,59.76
moveis_escritorio,"7c67e1448b00f6e969d365cea6b010ab",itaquaquecetuba,SP,891,140.28,37.82,178.1
moveis_escritorio,"17a053fcb14bd219540cbde0df490be0",mogi guacu,SP,121,269.05,59.18,328.23
moveis_escritorio,a7f13822ceb966b076af67121f87b063,itaquaquecetuba,SP,69,143.66,35.04,178.7
moveis_escritorio,"5058e8c1e82653974541e83690655b4a",itaquaquecetuba,SP,46,149.31,43.73,193.04
moveis_escritorio,b8555308bfdb4ca1ed54325a58da9a97,sao bernardo do campo,SP,26,108.83,20.82,129.64
moveis_quarto,"3ade81dab5a172b88e1871c28ae05260",sao jose do rio preto,SP,27,179.81,47.36,227.17
moveis_sala,"1554a68530182680ad5c8b042c3ab563",monte siao,MG,89,206.51,37.28,243.79
moveis_sala,"701938c450705b8ae65fc923b70f35c7",s jose do rio preto,SP,70,106.99,33.75,140.74
moveis_sala,"8b9d6eec4a7eb7d0f9d579ce0b38324d",mesquita,RJ,48,80.05,32.05,112.09
moveis_sala,"870d0118f7a9d85960f29ad89d5d989a",pocos de caldas,MG,37,42.35,21.43,63.77
papelaria,"3d871de0142ce09b7081e2b9d1733cb1",campo limpo paulista,SP,792,96.08,20.86,116.94
papelaria,"2c9e548be18521d1c43cde1c582c6de8",mogi das cruzes,SP,97,29.58,14.11,43.68
papelaria,b2ba3715d723d245138f291a6fe42594,sao paulo,SP,88,163.65,17.75,181.4
papelaria,dbc22125167c298ef99da25668e1011f,borda da mata,MG,88,64.86,17.91,82.77
papelaria,aba1721a889e04decc910aa13b768ef4,sao paulo,SP,77,153.27,13.53,166.8
papelaria,b561927807645834b59ef0d16ba55a24,sao paulo,SP,72,46.07,13.77,59.85
papelaria,de23c3b98a88888289c6f5cc1209054a,sao paulo,SP,68,145.72,15.07,160.79
papelaria,"2a84855fd20af891be03bc5924d2b453",belo horizonte,MG,66,74.61,16.6,91.21
papelaria,"955fee9216a65b617aa5c0531780ce60",sao paulo,SP,46,51.06,16.39,67.45
papelaria,"3586b8580d9c917874e053a1bb37b5ff",araraquara,SP,33,34.45,19.0,53.45
papelaria,"6cd68b3ed6d59aaa9fece558ad360c0a",belo horizonte,MG,33,65.25,16.73,81.97
papelaria,"0d85bbda9889ce1f7e63778d24f346eb",uberlandia,MG,31,72.09,27.54,99.64
papelaria,"323ce52b5b81df2cd804b017b7f09aa7",sao paulo,SP,28,87.22,13.41,100.63
papelaria,"1da3aeb70d7989d1e6d9b0e887f97c23",sao paulo,SP,27,19.59,13.11,32.7
papelaria,acce39e832338debb07b02385cde5967,contagem,MG,27,104.0,25.52,129.51
papelaria,"77a515caa36327151d1cc6c32a9f00e1",diadema,SP,26,85.28,15.24,100.52
papelaria,"5f5b43b2bffa8656e4bc6efeb13cc649",sao paulo,SP,24,121.1,18.06,139.16
papelaria,"7ecd59e5e20407131822c1a68ac59c1f",brasilia,DF,24,50.58,20.27,70.85
papelaria,bfd27a966d91cfaafdb25d076585f0da,serra negra,SP,22,141.5,19.36,160.86
papelaria,fd386aa7bed2af3c7035c65506c9b4a3,sao paulo,SP,21,55.54,12.71,68.25
pcs,"53243585a1d6dc2643021fd1853d8905",lauro de freitas,BA,146,1090.67,46.56,1137.23
pcs,"7681ef142fd2c19048da7430856b5588",guarulhos,SP,26,687.78,47.38,735.16
perfumaria,cc419e0650a3c5ba77189a1882b7556a,santo andre,SP,631,60.92,13.79,74.71
perfumaria,"620c87c171fb2a6dd6e8bb4dec959fc6",petropolis,RJ,369,189.45,17.01,206.47
perfumaria,fe2032dab1a61af8794248c8196565c9,campinas,SP,291,215.01,15.45,230.46
perfumaria,"3c7c4a49ec3c6550809089c6a2ca9370",sao paulo,SP,141,25.21,11.4,36.61
perfumaria,"17e34d8224d27a541263c4c64b11a56b",riberao preto,SP,135,178.6,17.52,196.12
perfumaria,ef0ace09169ac090589d85746e3e036f,sao goncalo,RJ,110,117.97,16.21,134.18
perfumaria,"289cdb325fb7e7f891c38608bf9e0962",belo horizonte,SP,104,108.9,16.82,125.72
perfumaria,"0c7533c71df861ec58ad7ff999ed0e8d",valinhos,SP,61,40.95,11.98,52.92
perfumaria,"058fd0aa2bfdb2274e05e1ae971dabb6",santo andre,SP,60,119.49,13.84,133.33
perfumaria,"2dee2ce60de9709b1a24083217181a1f",sinop,MT,54,141.54,37.46,178.99
perfumaria,a888faf2d1baececa6baf9c3d603ee1f,umuarama,PR,54,323.01,20.39,343.41
perfumaria,"7178f9f4dd81dcef02f62acdf8151e01",videira,SC,53,331.52,21.46,352.98
perfumaria,afe0067131b73e40875c9b6c10bd2e21,lagoa da prata,MG,46,111.53,24.47,136.0
perfumaria,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,43,101.57,18.44,120.01
perfumaria,"26d8a1c7c75d513045798992ead43aa2",apucarana,PR,32,176.91,18.6,195.52
perfumaria,"11bfa66332777660bd0640ee84d47006",ribeirao preto,SP,31,23.77,14.38,38.15
perfumaria,"4e06067cc08b3f41d837768d392c3ee3",betim,MG,31,20.47,12.45,32.92
perfumaria,"8444e55c1f13cd5c179851e5ca5ebd00",congonhal,MG,30,154.5,21.01,175.51
perfumaria,"4e17c65a516f69d023a2ae78b84f28d6",suzano,SP,29,114.93,14.42,129.35
perfumaria,"8931a84a914b3fe9b1ddaa4d704947ca",sao paulo,SP,29,145.88,13.27,159.15
perfumaria,"1464afc72f696af775557a821c2e253f",nova friburgo,RJ,24,37.31,15.23,52.55
perfumaria,"81f89e42267213cb94da7ddc301651da",presidente prudente,SP,24,77.19,14.02,91.21
perfumaria,"5670f4db5b62c43d542e1b2d56b0cf7c",sao paulo,SP,22,301.37,26.48,327.85
perfumaria,"808d4348b916efa08e766ebad39f61eb",sao paulo,SP,21,34.81,13.52,48.33
pet_shop,"66922902710d126a0e7d26b0e3805106",belo horizonte,MG,151,92.07,20.63,112.7
pet_shop,"5cf13accae3222c70a9cac40818ae839",patos de minas,MG,148,92.09,19.15,111.24
pet_shop,f45122a9ab94eb4f3f8953578bc0c560,piracicaba,SP,130,131.39,17.31,148.7
pet_shop,dd7ddc04e1b6c2c614352b383efe2d36,sao paulo,SP,104,65.18,20.55,85.73
pet_shop,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,80,40.7,13.65,54.36
pet_shop,"70c27847eca8195c983ed7e798c56743",rio de janeiro,RJ,77,123.24,14.81,138.05
pet_shop,fa1a9dec3a9940c072684a46728bf1fc,icara,SC,55,111.23,20.03,131.26
pet_shop,e067ad2c1c0b48758eb1b5228bcf7a68,santos,SP,54,82.66,16.48,99.15
pet_shop,f789d2c4f2c2eb38fc4373e7a4b35264,juiz de fora,MG,43,100.19,17.39,117.58
pet_shop,c013e57c075a06e5b5c48ee03c525719,sao carlos,SP,42,43.81,19.05,62.86
pet_shop,"1336efc61c316ddf92c899eb817f7cae",assis,SP,36,72.46,17.87,90.33
pet_shop,"718539d38d07dd351c76db862760e2e2",campinas,SP,35,27.75,14.3,42.04
pet_shop,"232a6014e7b10cba61c6c2b2ea6bb4b0",cafelandia,SP,33,108.89,33.71,142.59
pet_shop,"070d165398b553f3b4b851c216b8a358",sao paulo,SP,32,87.0,25.73,112.74
pet_shop,"238fac594e170b59c6d228f5a4f4f1d9",dois corregos,SP,29,104.2,47.32,151.52
pet_shop,"6061155addc1e54b4cfb51c1c2a32ad8",campinas,SP,24,368.05,20.02,388.07
pet_shop,"729f06993dac8e860d4f02d7088ca48a",limeira,SP,24,148.79,24.11,172.9
pet_shop,"3361277dc30b7cccdb0c286b24219756",maringa,PR,22,113.94,15.42,129.36
pet_shop,f27e33c6d29b5138fa9967bcd445b6d5,sao paulo,SP,22,115.55,15.35,130.9
pet_shop,"4e922959ae960d389249c378d1c939f5",jacarei,SP,21,123.62,20.07,143.69
pet_shop,"834f8533b2ecb6598dd004ff3de7203a",sao paulo,SP,21,79.13,19.0,98.12
relogios_presentes,"6560211a19b47992c3666cc44a7e94c0",sao paulo,SP,1469,61.99,13.88,75.87
relogios_presentes,"4869f7a5dfa277a7dca6462dcf3b52b2",guariba,SP,981,200.67,17.42,218.09
relogios_presentes,fa1c13f2614d7b5c4749cbc52fecda94,sumare,SP,579,331.77,17.2,348.97
relogios_presentes,"7d13fca15225358621be4086e1eb0964",ribeirao preto,SP,496,177.39,14.24,191.63
relogios_presentes,"7e93a43ef30c4f03f38b393420bc753a",barueri,SP,311,540.66,18.76,559.43
relogios_presentes,"634964b17796e64304cadf1ad3050fb7",rio de janeiro,RJ,221,122.98,18.22,141.2
relogios_presentes,"86ccac0b835037332a596a33b6949ee1",blumenau,SC,176,76.63,18.85,95.48
relogios_presentes,b33e7c55446eabf8fe1a42d037ac7d6d,pradopolis,SP,130,273.25,17.19,290.45
relogios_presentes,"2eb70248d66e0e3ef83659f71b244378",campinas,SP,116,216.99,15.95,232.94
relogios_presentes,b1fc4f64df5a0e8b6913ab38803c57a9,sao goncalo,RJ,107,66.07,17.74,83.81
relogios_presentes,"966cb4760537b1404caedd472cc610a5",diadema,SP,75,683.81,22.0,705.81
relogios_presentes,"744dac408745240a2c2528fb1b6028f3",colombo,PR,72,259.72,22.79,282.51
relogios_presentes,d921b68bf747894be13a97ae52b0f386,formiga,MG,67,208.21,23.09,231.3
relogios_presentes,"056b4ada5bbc2c50cc7842547dda6b51",queimados,RJ,60,164.65,19.38,184.03
relogios_presentes,d650b663c3b5f6fb392b6326366efa9a,cotia,SP,57,319.58,15.33,334.91
relogios_presentes,"3d871de0142ce09b7081e2b9d1733cb1",campo limpo paulista,SP,54,25.52,16.19,41.72
relogios_presentes,"8ae520247981aa06bc94abddf5f46d34",navegantes,SC,52,234.19,21.56,255.75
relogios_presentes,c66dccfb3f109511246da627dd5a2498,registro,SP,44,282.24,21.68,303.92
relogios_presentes,"381c83fdca332ea6afd896da20bf6e4a",curitiba,PR,43,163.18,21.72,184.9
relogios_presentes,ececbfcff9804a2d6b40f589df8eef2b,franca,SP,32,63.06,17.29,80.35
relogios_presentes,"93dc87703c046b603023e75222018b45",belo horizonte,MG,31,241.69,17.48,259.17
relogios_presentes,c60b801f2d52c7f7f91de00870882a75,guarulhos,SP,31,354.09,18.81,372.9
relogios_presentes,"58f1a6197ed863543e0136bdedb3fce2",conselheiro lafaiete,MG,30,134.43,19.57,154.01
relogios_presentes,"2bf6a2c1e71bbd29a4ad64e6d3c3629f",nova friburgo,RJ,29,1625.96,31.74,1657.71
relogios_presentes,"715bbd5ba4e6b74cb0d2f29eb45058b0",serra negra,SP,26,45.14,16.56,61.7
relogios_presentes,"612170e34b97004b3ba37eae81836b4c",novo hamburgo,RS,25,187.63,20.18,207.81
relogios_presentes,f8db351d8c4c4c22c6835c19a46f01b0,salto,SP,25,140.67,16.68,157.34
relogios_presentes,"522620dcb18a6b31cd7bdf73665113a9",cascavel,PR,21,267.61,24.27,291.88
tablets_impressao_imagem,"0db783cfcd3b73998abc6e10e59a102f",santos,SP,50,94.22,14.79,109.01
telefonia,ea8482cd71df3c1969d7b9473ff13abc,sao paulo,SP,1123,31.02,14.65,45.67
telefonia,"2138ccb85b11a4ec1e37afbd1c8eda1f",sao paulo,SP,340,26.88,14.08,40.96
telefonia,"92eb0f42c21942b6552362b9b114707d",sao paulo,SP,323,18.34,13.87,32.22
telefonia,ef506c96320abeedfb894c34db06f478,sao paulo,SP,300,28.54,15.27,43.82
telefonia,"562fc2f2c2863ab7e79a9e4388a58a14",campinas,SP,260,32.65,15.94,48.59
telefonia,"53243585a1d6dc2643021fd1853d8905",lauro de freitas,BA,212,217.53,23.18,240.7
telefonia,"7d76b645482be4a332374e8223836592",sao paulo,SP,173,20.55,13.91,34.46
telefonia,db4350fd57ae30082dec7acbaacc17f9,sao paulo,SP,120,20.42,14.47,34.89
telefonia,b76dba6c951ab00dc4edf0a1aa88037e,sao paulo,SP,115,15.21,14.01,29.22
telefonia,"70a12e78e608ac31179aea7f8422044b",jacarei,SP,67,80.0,16.79,96.79
telefonia,"0db783cfcd3b73998abc6e10e59a102f",santos,SP,57,49.06,14.41,63.47
telefonia,"75d34ebb1bd0bd7dde40dd507b8169c3",salvador,BA,57,220.21,19.58,239.8
telefonia,"8d956fec2e4337affcb520f56fd8cbfd",sao bernardo do campo,SP,47,48.71,15.16,63.87
